Tree	Transformed_Tree	One	Two	Three	Pattern	Corpus
Sin <nsubj zamašil >obj usta	['Sin <nsubj', 'zamašil', '>obj usta']	S	V	O	SVO	SSJ
Sir <nsubj ga <obj imenoval	['Sir <nsubj', 'ga <obj', 'imenoval']	S	O	V	SOV	SSJ
Sir <nsubj odkril >obj planet	['Sir <nsubj', 'odkril', '>obj planet']	S	V	O	SVO	SSJ
Sirakuze <nsubj dobile >obj status	['Sirakuze <nsubj', 'dobile', '>obj status']	S	V	O	SVO	SSJ
Sistem <nsubj omogoča >obj izmenjavo	['Sistem <nsubj', 'omogoča', '>obj izmenjavo']	S	V	O	SVO	SSJ
Sistem <nsubj omogoča >obj prevlado	['Sistem <nsubj', 'omogoča', '>obj prevlado']	S	V	O	SVO	SSJ
Situacija <nsubj povzročila >obj napetosti	['Situacija <nsubj', 'povzročila', '>obj napetosti']	S	V	O	SVO	SSJ
Skandinavce <obj zaznamuje >nsubj pristop	['Skandinavce <obj', 'zaznamuje', '>nsubj pristop']	O	V	S	OVS	SSJ
Skrb <obj zbuja >nsubj to	['Skrb <obj', 'zbuja', '>nsubj to']	O	V	S	OVS	SSJ
Skrbi >obj jih >nsubj izraz	['Skrbi', '>obj jih', '>nsubj izraz']	V	O	S	VOS	SSJ
Skupina <nsubj ime <obj dobila	['Skupina <nsubj', 'ime <obj', 'dobila']	S	O	V	SOV	SSJ
Skupina <nsubj jo <obj mahnila	['Skupina <nsubj', 'jo <obj', 'mahnila']	S	O	V	SOV	SSJ
Skupina <nsubj sposodila >obj ime	['Skupina <nsubj', 'sposodila', '>obj ime']	S	V	O	SVO	SSJ
Skupino <obj vodila >nsubj voditelj	['Skupino <obj', 'vodila', '>nsubj voditelj']	O	V	S	OVS	SSJ
Skupnosti <obj označuje >nsubj ritem	['Skupnosti <obj', 'označuje', '>nsubj ritem']	O	V	S	OVS	SSJ
Slavko <nsubj pripravili >obj koncert	['Slavko <nsubj', 'pripravili', '>obj koncert']	S	V	O	SVO	SSJ
Sledili >obj ji >nsubj Drsalka	['Sledili', '>obj ji', '>nsubj Drsalka']	V	O	S	VOS	SSJ
Slednja <nsubj ponudila >obj milijarde	['Slednja <nsubj', 'ponudila', '>obj milijarde']	S	V	O	SVO	SSJ
Slednji <nsubj ima >obj četico	['Slednji <nsubj', 'ima', '>obj četico']	S	V	O	SVO	SSJ
Slika <nsubj prikazuje >obj rezultat	['Slika <nsubj', 'prikazuje', '>obj rezultat']	S	V	O	SVO	SSJ
Slikar <nsubj spreminja >obj barve	['Slikar <nsubj', 'spreminja', '>obj barve']	S	V	O	SVO	SSJ
Sloj <nsubj izpolnil >obj načrte	['Sloj <nsubj', 'izpolnil', '>obj načrte']	S	V	O	SVO	SSJ
Slovenci <nsubj golf <obj razumeli	['Slovenci <nsubj', 'golf <obj', 'razumeli']	S	O	V	SOV	SSJ
Slovenci <nsubj imeli >obj šahiste	['Slovenci <nsubj', 'imeli', '>obj šahiste']	S	V	O	SVO	SSJ
Slovenci <nsubj očitajo >obj požrešnost	['Slovenci <nsubj', 'očitajo', '>obj požrešnost']	S	V	O	SVO	SSJ
Slovenci <nsubj pokazali >obj domišljijo	['Slovenci <nsubj', 'pokazali', '>obj domišljijo']	S	V	O	SVO	SSJ
Slovenci <nsubj poznali >obj statusa	['Slovenci <nsubj', 'poznali', '>obj statusa']	S	V	O	SVO	SSJ
Slovenci <nsubj tiskamo >obj časopisov	['Slovenci <nsubj', 'tiskamo', '>obj časopisov']	S	V	O	SVO	SSJ
Slovenija <nsubj dobila >obj gajbo	['Slovenija <nsubj', 'dobila', '>obj gajbo']	S	V	O	SVO	SSJ
Slovenija <nsubj dobila >obj glasov	['Slovenija <nsubj', 'dobila', '>obj glasov']	S	V	O	SVO	SSJ
Slovenija <nsubj dobila >obj povabilo	['Slovenija <nsubj', 'dobila', '>obj povabilo']	S	V	O	SVO	SSJ
Slovenija <nsubj dosegla >obj članstvo	['Slovenija <nsubj', 'dosegla', '>obj članstvo']	S	V	O	SVO	SSJ
Slovenija <nsubj ima >obj založb	['Slovenija <nsubj', 'ima', '>obj založb']	S	V	O	SVO	SSJ
Slovenija <nsubj imela >obj predstavnikov	['Slovenija <nsubj', 'imela', '>obj predstavnikov']	S	V	O	SVO	SSJ
Slovenija <nsubj izpolnjuje >obj pogoje	['Slovenija <nsubj', 'izpolnjuje', '>obj pogoje']	S	V	O	SVO	SSJ
Slovenija <nsubj namenila >obj milijonov	['Slovenija <nsubj', 'namenila', '>obj milijonov']	S	V	O	SVO	SSJ
Slovenija <nsubj nasprotuje >obj racionalizaciji	['Slovenija <nsubj', 'nasprotuje', '>obj racionalizaciji']	S	V	O	SVO	SSJ
Slovenija <nsubj nima >obj zgodovine	['Slovenija <nsubj', 'nima', '>obj zgodovine']	S	V	O	SVO	SSJ
Slovenija <nsubj ohrani >obj sporazume	['Slovenija <nsubj', 'ohrani', '>obj sporazume']	S	V	O	SVO	SSJ
Slovenija <nsubj ohranila >obj kapitalizem	['Slovenija <nsubj', 'ohranila', '>obj kapitalizem']	S	V	O	SVO	SSJ
Slovenija <nsubj osvojila >obj mesto	['Slovenija <nsubj', 'osvojila', '>obj mesto']	S	V	O	SVO	SSJ
Slovenija <nsubj potrebuje >obj informacij	['Slovenija <nsubj', 'potrebuje', '>obj informacij']	S	V	O	SVO	SSJ
Slovenija <nsubj potrebuje >obj mojstre	['Slovenija <nsubj', 'potrebuje', '>obj mojstre']	S	V	O	SVO	SSJ
Slovenija <nsubj pripravila >obj srečanje	['Slovenija <nsubj', 'pripravila', '>obj srečanje']	S	V	O	SVO	SSJ
Slovenija <nsubj pripravila >obj študijo	['Slovenija <nsubj', 'pripravila', '>obj študijo']	S	V	O	SVO	SSJ
Slovenija <nsubj sprejela >obj Konvencijo	['Slovenija <nsubj', 'sprejela', '>obj Konvencijo']	S	V	O	SVO	SSJ
Slovenija <nsubj vzpostavila >obj odnosov	['Slovenija <nsubj', 'vzpostavila', '>obj odnosov']	S	V	O	SVO	SSJ
Slovenijo <obj predstavlja >nsubj predsednik	['Slovenijo <obj', 'predstavlja', '>nsubj predsednik']	O	V	S	OVS	SSJ
Slovenijo <obj zanima >nsubj Kinder	['Slovenijo <obj', 'zanima', '>nsubj Kinder']	O	V	S	OVS	SSJ
Smith <nsubj spalnico <obj delila	['Smith <nsubj', 'spalnico <obj', 'delila']	S	O	V	SOV	SSJ
Smreka <nsubj dotika >obj stropa	['Smreka <nsubj', 'dotika', '>obj stropa']	S	V	O	SVO	SSJ
SnatchBot <nsubj nudi >obj modele	['SnatchBot <nsubj', 'nudi', '>obj modele']	S	V	O	SVO	SSJ
Snov <nsubj vsebuje >obj bakterije	['Snov <nsubj', 'vsebuje', '>obj bakterije']	S	V	O	SVO	SSJ
Snovanje <nsubj ga <obj pritegovalo	['Snovanje <nsubj', 'ga <obj', 'pritegovalo']	S	O	V	SOV	SSJ
Sodišče <nsubj spoznalo >obj dejanj	['Sodišče <nsubj', 'spoznalo', '>obj dejanj']	S	V	O	SVO	SSJ
Sodišče <nsubj storilo >obj ničesar	['Sodišče <nsubj', 'storilo', '>obj ničesar']	S	V	O	SVO	SSJ
Sodišče <nsubj zavrnilo >obj pritožbo	['Sodišče <nsubj', 'zavrnilo', '>obj pritožbo']	S	V	O	SVO	SSJ
Sonce <nsubj upira >obj prihodu	['Sonce <nsubj', 'upira', '>obj prihodu']	S	V	O	SVO	SSJ
Sonja <nsubj prikazuje >obj kota	['Sonja <nsubj', 'prikazuje', '>obj kota']	S	V	O	SVO	SSJ
Specifikacijo <obj večina <nsubj pretvori	['Specifikacijo <obj', 'večina <nsubj', 'pretvori']	O	S	V	OSV	SSJ
Spodrsljaj <obj podkrepil >nsubj stik	['Spodrsljaj <obj', 'podkrepil', '>nsubj stik']	O	V	S	OVS	SSJ
Spomenik <nsubj predstavlja >obj mir	['Spomenik <nsubj', 'predstavlja', '>obj mir']	S	V	O	SVO	SSJ
Sprememba <nsubj odpravi >obj napaki	['Sprememba <nsubj', 'odpravi', '>obj napaki']	S	V	O	SVO	SSJ
Sprememba <nsubj težav <obj povzročila	['Sprememba <nsubj', 'težav <obj', 'povzročila']	S	O	V	SOV	SSJ
Srba <nsubj kupil >obj posest	['Srba <nsubj', 'kupil', '>obj posest']	S	V	O	SVO	SSJ
Srbov <nsubj pobralo >obj oborožitev	['Srbov <nsubj', 'pobralo', '>obj oborožitev']	S	V	O	SVO	SSJ
Srce <nsubj poganja >obj kri	['Srce <nsubj', 'poganja', '>obj kri']	S	V	O	SVO	SSJ
Srebotnikova <nsubj dosegla >obj zmago	['Srebotnikova <nsubj', 'dosegla', '>obj zmago']	S	V	O	SVO	SSJ
Srečanja <nsubj dobivala >obj vsebine	['Srečanja <nsubj', 'dobivala', '>obj vsebine']	S	V	O	SVO	SSJ
Srečanje <nsubj imelo >obj pridih	['Srečanje <nsubj', 'imelo', '>obj pridih']	S	V	O	SVO	SSJ
Srečanje <nsubj osmislilo >obj poti	['Srečanje <nsubj', 'osmislilo', '>obj poti']	S	V	O	SVO	SSJ
Stane <nsubj naslovil >obj dopis	['Stane <nsubj', 'naslovil', '>obj dopis']	S	V	O	SVO	SSJ
Stanje <obj razume >nsubj tisti	['Stanje <obj', 'razume', '>nsubj tisti']	O	V	S	OVS	SSJ
Starejši <nsubj spreminjamo >obj sebe	['Starejši <nsubj', 'spreminjamo', '>obj sebe']	S	V	O	SVO	SSJ
Starša <nsubj dala >obj ime	['Starša <nsubj', 'dala', '>obj ime']	S	V	O	SVO	SSJ
Stavbi <nsubj tvorili >obj koridor	['Stavbi <nsubj', 'tvorili', '>obj koridor']	S	V	O	SVO	SSJ
Stavka <nsubj direktorico <obj odpihnila	['Stavka <nsubj', 'direktorico <obj', 'odpihnila']	S	O	V	SOV	SSJ
Stik <nsubj omogoča >obj gibe	['Stik <nsubj', 'omogoča', '>obj gibe']	S	V	O	SVO	SSJ
Stopala <nsubj imajo >obj prste	['Stopala <nsubj', 'imajo', '>obj prste']	S	V	O	SVO	SSJ
Strah <nsubj bilo >obj skrivnosti	['Strah <nsubj', 'bilo', '>obj skrivnosti']	S	V	O	SVO	SSJ
Strah <nsubj nas <obj spodbuja	['Strah <nsubj', 'nas <obj', 'spodbuja']	S	O	V	SOV	SSJ
Strah <nsubj porajal >obj spremembe	['Strah <nsubj', 'porajal', '>obj spremembe']	S	V	O	SVO	SSJ
Strah <obj nadomestijo >nsubj strahovi	['Strah <obj', 'nadomestijo', '>nsubj strahovi']	O	V	S	OVS	SSJ
Stranke <nsubj me <obj pokličejo	['Stranke <nsubj', 'me <obj', 'pokličejo']	S	O	V	SOV	SSJ
Stranko <obj pregleda >nsubj zdravnik	['Stranko <obj', 'pregleda', '>nsubj zdravnik']	O	V	S	OVS	SSJ
Strasser <nsubj leta <obj preživel	['Strasser <nsubj', 'leta <obj', 'preživel']	S	O	V	SOV	SSJ
Strategija <nsubj določa >obj cilje	['Strategija <nsubj', 'določa', '>obj cilje']	S	V	O	SVO	SSJ
Strategija <nsubj določa >obj osi	['Strategija <nsubj', 'določa', '>obj osi']	S	V	O	SVO	SSJ
Strokovnjaki <nsubj sestavili >obj vprašalnik	['Strokovnjaki <nsubj', 'sestavili', '>obj vprašalnik']	S	V	O	SVO	SSJ
Stroški <nsubj bremenili >obj načrt	['Stroški <nsubj', 'bremenili', '>obj načrt']	S	V	O	SVO	SSJ
Studio <nsubj razvil >obj filmov	['Studio <nsubj', 'razvil', '>obj filmov']	S	V	O	SVO	SSJ
Stvari <nsubj tečejo >obj pot	['Stvari <nsubj', 'tečejo', '>obj pot']	S	V	O	SVO	SSJ
Subaru <nsubj vzbudil >obj pozornost	['Subaru <nsubj', 'vzbudil', '>obj pozornost']	S	V	O	SVO	SSJ
Sulejmanović <nsubj zaustavil >obj Dvorška	['Sulejmanović <nsubj', 'zaustavil', '>obj Dvorška']	S	V	O	SVO	SSJ
Sumerci <nsubj uporabljali >obj sužnje	['Sumerci <nsubj', 'uporabljali', '>obj sužnje']	S	V	O	SVO	SSJ
Superprevodniki <nsubj imajo >obj lastnost	['Superprevodniki <nsubj', 'imajo', '>obj lastnost']	S	V	O	SVO	SSJ
Susan <nsubj ga <obj posedla	['Susan <nsubj', 'ga <obj', 'posedla']	S	O	V	SOV	SSJ
Susan <nsubj presenetila >obj sebe	['Susan <nsubj', 'presenetila', '>obj sebe']	S	V	O	SVO	SSJ
Svein <nsubj imeli >obj razlogov	['Svein <nsubj', 'imeli', '>obj razlogov']	S	V	O	SVO	SSJ
Svet <nsubj sprejel >obj teme	['Svet <nsubj', 'sprejel', '>obj teme']	S	V	O	SVO	SSJ
Svetniki <nsubj zastopajo >obj interese	['Svetniki <nsubj', 'zastopajo', '>obj interese']	S	V	O	SVO	SSJ
Svetovalci <nsubj sestavili >obj osnutek	['Svetovalci <nsubj', 'sestavili', '>obj osnutek']	S	V	O	SVO	SSJ
TE <nsubj kupila >obj milijona	['TE <nsubj', 'kupila', '>obj milijona']	S	V	O	SVO	SSJ
TQM <nsubj zagovarja >obj načelo	['TQM <nsubj', 'zagovarja', '>obj načelo']	S	V	O	SVO	SSJ
Ta <nsubj določal >obj usklajevanje	['Ta <nsubj', 'določal', '>obj usklajevanje']	S	V	O	SVO	SSJ
Ta <nsubj ga <obj obremenjevala	['Ta <nsubj', 'ga <obj', 'obremenjevala']	S	O	V	SOV	SSJ
Ta <nsubj ima >obj možnosti	['Ta <nsubj', 'ima', '>obj možnosti']	S	V	O	SVO	SSJ
Ta <nsubj mu <obj grozil	['Ta <nsubj', 'mu <obj', 'grozil']	S	O	V	SOV	SSJ
Ta <nsubj napoti >obj bolnika	['Ta <nsubj', 'napoti', '>obj bolnika']	S	V	O	SVO	SSJ
Ta <nsubj podpira >obj politiko	['Ta <nsubj', 'podpira', '>obj politiko']	S	V	O	SVO	SSJ
Ta <nsubj pridobi >obj lastnosti	['Ta <nsubj', 'pridobi', '>obj lastnosti']	S	V	O	SVO	SSJ
Ta <nsubj razstavljala >obj prikolico	['Ta <nsubj', 'razstavljala', '>obj prikolico']	S	V	O	SVO	SSJ
Ta <nsubj ukradel >obj ogenj	['Ta <nsubj', 'ukradel', '>obj ogenj']	S	V	O	SVO	SSJ
Tabela <nsubj pojasnjujejo >obj razlike	['Tabela <nsubj', 'pojasnjujejo', '>obj razlike']	S	V	O	SVO	SSJ
Tabela <nsubj vsebuje >obj teles	['Tabela <nsubj', 'vsebuje', '>obj teles']	S	V	O	SVO	SSJ
Tabletka <nsubj pospešila >obj presnovo	['Tabletka <nsubj', 'pospešila', '>obj presnovo']	S	V	O	SVO	SSJ
Tablica <nsubj vsebuje >obj odstotkov	['Tablica <nsubj', 'vsebuje', '>obj odstotkov']	S	V	O	SVO	SSJ
Taksist <nsubj mladeniča <obj zgrabil	['Taksist <nsubj', 'mladeniča <obj', 'zgrabil']	S	O	V	SOV	SSJ
Tanin <nsubj se <obj reševal	['Tanin <nsubj', 'se <obj', 'reševal']	S	O	V	SOV	SSJ
Taras <nsubj razložil >obj pogled	['Taras <nsubj', 'razložil', '>obj pogled']	S	V	O	SVO	SSJ
Tasman <nsubj zrisali >obj dele	['Tasman <nsubj', 'zrisali', '>obj dele']	S	V	O	SVO	SSJ
Tat <nsubj pobral >obj cigarete	['Tat <nsubj', 'pobral', '>obj cigarete']	S	V	O	SVO	SSJ
Tatuji <nsubj so >obj mi	['Tatuji <nsubj', 'so', '>obj mi']	S	V	O	SVO	SSJ
Te <nsubj pripravijo >obj osnutke	['Te <nsubj', 'pripravijo', '>obj osnutke']	S	V	O	SVO	SSJ
Tehnologijo <obj razvil >nsubj svetovalec	['Tehnologijo <obj', 'razvil', '>nsubj svetovalec']	O	V	S	OVS	SSJ
Tek <obj dobil >nsubj Allen	['Tek <obj', 'dobil', '>nsubj Allen']	O	V	S	OVS	SSJ
Tekmo <obj vodil >nsubj Franco	['Tekmo <obj', 'vodil', '>nsubj Franco']	O	V	S	OVS	SSJ
Telematika <nsubj spremenila >obj industrijo	['Telematika <nsubj', 'spremenila', '>obj industrijo']	S	V	O	SVO	SSJ
Telo <nsubj sprejme >obj dražljaj	['Telo <nsubj', 'sprejme', '>obj dražljaj']	S	V	O	SVO	SSJ
Teodora <nsubj imela >obj potrpljenja	['Teodora <nsubj', 'imela', '>obj potrpljenja']	S	V	O	SVO	SSJ
Teorija <nsubj obsega >obj teoriji	['Teorija <nsubj', 'obsega', '>obj teoriji']	S	V	O	SVO	SSJ
Teorija <nsubj potrdila >obj nadzor	['Teorija <nsubj', 'potrdila', '>obj nadzor']	S	V	O	SVO	SSJ
Terme <nsubj imajo >obj načrte	['Terme <nsubj', 'imajo', '>obj načrte']	S	V	O	SVO	SSJ
Teroristi <nsubj športnikov <obj ubili	['Teroristi <nsubj', 'športnikov <obj', 'ubili']	S	O	V	SOV	SSJ
Test <nsubj obsega >obj nalog	['Test <nsubj', 'obsega', '>obj nalog']	S	V	O	SVO	SSJ
Testi <nsubj zaznajo >obj razlike	['Testi <nsubj', 'zaznajo', '>obj razlike']	S	V	O	SVO	SSJ
Težave <nsubj nam <obj zdijo	['Težave <nsubj', 'nam <obj', 'zdijo']	S	O	V	SOV	SSJ
The <nsubj napadli >obj Slovenijo	['The <nsubj', 'napadli', '>obj Slovenijo']	S	V	O	SVO	SSJ
Ti <nsubj jezik <obj ohranili	['Ti <nsubj', 'jezik <obj', 'ohranili']	S	O	V	SOV	SSJ
Ti <nsubj zastopajo >obj lastnikov	['Ti <nsubj', 'zastopajo', '>obj lastnikov']	S	V	O	SVO	SSJ
Ti <nsubj zaznamovali >obj usmeritev	['Ti <nsubj', 'zaznamovali', '>obj usmeritev']	S	V	O	SVO	SSJ
Ti <obj diši >nsubj mesto	['Ti <obj', 'diši', '>nsubj mesto']	O	V	S	OVS	SSJ
Tina <nsubj imela >obj sreče	['Tina <nsubj', 'imela', '>obj sreče']	S	V	O	SVO	SSJ
Tipu <obj teče >nsubj kri	['Tipu <obj', 'teče', '>nsubj kri']	O	V	S	OVS	SSJ
Tista <nsubj sredstva <obj porabljala	['Tista <nsubj', 'sredstva <obj', 'porabljala']	S	O	V	SOV	SSJ
Tiste <nsubj razumele >obj vse	['Tiste <nsubj', 'razumele', '>obj vse']	S	V	O	SVO	SSJ
Tisti <nsubj jih <obj zamenjali	['Tisti <nsubj', 'jih <obj', 'zamenjali']	S	O	V	SOV	SSJ
Tisti <nsubj potrebujejo >obj nego	['Tisti <nsubj', 'potrebujejo', '>obj nego']	S	V	O	SVO	SSJ
Tisti <nsubj začutil >obj utripanje	['Tisti <nsubj', 'začutil', '>obj utripanje']	S	V	O	SVO	SSJ
Titov <nsubj zasedal >obj položaje	['Titov <nsubj', 'zasedal', '>obj položaje']	S	V	O	SVO	SSJ
To <nsubj Nadjo <obj zanimalo	['To <nsubj', 'Nadjo <obj', 'zanimalo']	S	O	V	SOV	SSJ
To <nsubj jih <obj briga	['To <nsubj', 'jih <obj', 'briga']	S	O	V	SOV	SSJ
To <nsubj mi <obj bilo	['To <nsubj', 'mi <obj', 'bilo']	S	O	V	SOV	SSJ
To <nsubj mi <obj zdela	['To <nsubj', 'mi <obj', 'zdela']	S	O	V	SOV	SSJ
To <nsubj ni >obj Pungartniku	['To <nsubj', 'ni', '>obj Pungartniku']	S	V	O	SVO	SSJ
To <nsubj omogoča >obj pretok	['To <nsubj', 'omogoča', '>obj pretok']	S	V	O	SVO	SSJ
To <nsubj pomeni >obj dvoje	['To <nsubj', 'pomeni', '>obj dvoje']	S	V	O	SVO	SSJ
To <nsubj pomenilo >obj soočenje	['To <nsubj', 'pomenilo', '>obj soočenje']	S	V	O	SVO	SSJ
To <nsubj pomenilo >obj vstajanje	['To <nsubj', 'pomenilo', '>obj vstajanje']	S	V	O	SVO	SSJ
To <nsubj povzroča >obj obarvanje	['To <nsubj', 'povzroča', '>obj obarvanje']	S	V	O	SVO	SSJ
To <nsubj povzročilo >obj prepir	['To <nsubj', 'povzročilo', '>obj prepir']	S	V	O	SVO	SSJ
To <nsubj prineslo >obj priljubljenost	['To <nsubj', 'prineslo', '>obj priljubljenost']	S	V	O	SVO	SSJ
To <nsubj prineslo >obj slavo	['To <nsubj', 'prineslo', '>obj slavo']	S	V	O	SVO	SSJ
To <nsubj simbolizira >obj potovanje	['To <nsubj', 'simbolizira', '>obj potovanje']	S	V	O	SVO	SSJ
To <nsubj spremeni >obj dejstev	['To <nsubj', 'spremeni', '>obj dejstev']	S	V	O	SVO	SSJ
To <nsubj uspelo >obj vozniku	['To <nsubj', 'uspelo', '>obj vozniku']	S	V	O	SVO	SSJ
To <obj ilustrira >nsubj primer	['To <obj', 'ilustrira', '>nsubj primer']	O	V	S	OVS	SSJ
To <obj naredil >nsubj zdravnik	['To <obj', 'naredil', '>nsubj zdravnik']	O	V	S	OVS	SSJ
To <obj naučil >nsubj ustanovitelj	['To <obj', 'naučil', '>nsubj ustanovitelj']	O	V	S	OVS	SSJ
To <obj podpiral >nsubj Andrew	['To <obj', 'podpiral', '>nsubj Andrew']	O	V	S	OVS	SSJ
To <obj priznale >nsubj sile	['To <obj', 'priznale', '>nsubj sile']	O	V	S	OVS	SSJ
To <obj vedo >nsubj partnerji	['To <obj', 'vedo', '>nsubj partnerji']	O	V	S	OVS	SSJ
To <obj člani <nsubj vedo	['To <obj', 'člani <nsubj', 'vedo']	O	S	V	OSV	SSJ
Tolažilo >obj nas >nsubj spoznanje	['Tolažilo', '>obj nas', '>nsubj spoznanje']	V	O	S	VOS	SSJ
Toledo <nsubj skriva >obj moči	['Toledo <nsubj', 'skriva', '>obj moči']	S	V	O	SVO	SSJ
Tomo <nsubj pomolil >obj ročaj	['Tomo <nsubj', 'pomolil', '>obj ročaj']	S	V	O	SVO	SSJ
Tomo <nsubj prikazal >obj diapozitive	['Tomo <nsubj', 'prikazal', '>obj diapozitive']	S	V	O	SVO	SSJ
Tone <nsubj prevzela >obj odličje	['Tone <nsubj', 'prevzela', '>obj odličje']	S	V	O	SVO	SSJ
Tovarna <nsubj dobila >obj posojila	['Tovarna <nsubj', 'dobila', '>obj posojila']	S	V	O	SVO	SSJ
Trampolin <obj uporabljajo >nsubj obiskovalci	['Trampolin <obj', 'uporabljajo', '>nsubj obiskovalci']	O	V	S	OVS	SSJ
Trasa <nsubj sledi >obj eni	['Trasa <nsubj', 'sledi', '>obj eni']	S	V	O	SVO	SSJ
Trditev <obj dokazujejo >nsubj raziskave	['Trditev <obj', 'dokazujejo', '>nsubj raziskave']	O	V	S	OVS	SSJ
Trebanjci <nsubj upov <obj polagajo	['Trebanjci <nsubj', 'upov <obj', 'polagajo']	S	O	V	SOV	SSJ
Trenerji <nsubj dajejo >obj prednost	['Trenerji <nsubj', 'dajejo', '>obj prednost']	S	V	O	SVO	SSJ
Trgovec <nsubj priporoča >obj konja	['Trgovec <nsubj', 'priporoča', '>obj konja']	S	V	O	SVO	SSJ
Trgovec <nsubj ustreza >obj obema	['Trgovec <nsubj', 'ustreza', '>obj obema']	S	V	O	SVO	SSJ
Trije <nsubj policista <obj obkolili	['Trije <nsubj', 'policista <obj', 'obkolili']	S	O	V	SOV	SSJ
Trik <obj opazili >nsubj zaposleni	['Trik <obj', 'opazili', '>nsubj zaposleni']	O	V	S	OVS	SSJ
Trojka <nsubj upoštevala >obj opozorila	['Trojka <nsubj', 'upoštevala', '>obj opozorila']	S	V	O	SVO	SSJ
Tureckij <nsubj toži >obj zvezo	['Tureckij <nsubj', 'toži', '>obj zvezo']	S	V	O	SVO	SSJ
UREDITEV <nsubj ZAGOTAVLJALA >obj PREGLEDNOSTI	['UREDITEV <nsubj', 'ZAGOTAVLJALA', '>obj PREGLEDNOSTI']	S	V	O	SVO	SSJ
USLUŽBENEC <nsubj IZKORISTIL >obj MOŽNOST	['USLUŽBENEC <nsubj', 'IZKORISTIL', '>obj MOŽNOST']	S	V	O	SVO	SSJ
Uefa <nsubj podeljevala >obj licence	['Uefa <nsubj', 'podeljevala', '>obj licence']	S	V	O	SVO	SSJ
Ukrajinci <nsubj ga <obj sprejeli	['Ukrajinci <nsubj', 'ga <obj', 'sprejeli']	S	O	V	SOV	SSJ
Umor <nsubj pretresel >obj državo	['Umor <nsubj', 'pretresel', '>obj državo']	S	V	O	SVO	SSJ
Univerza <nsubj odobrila >obj programe	['Univerza <nsubj', 'odobrila', '>obj programe']	S	V	O	SVO	SSJ
Univerza <nsubj podelila >obj naslov	['Univerza <nsubj', 'podelila', '>obj naslov']	S	V	O	SVO	SSJ
Univerzo <obj sestavlja >nsubj kolidžev	['Univerzo <obj', 'sestavlja', '>nsubj kolidžev']	O	V	S	OVS	SSJ
Upniki <nsubj ga <obj pribili	['Upniki <nsubj', 'ga <obj', 'pribili']	S	O	V	SOV	SSJ
Upokojence <obj nagovoril >nsubj predsednik	['Upokojence <obj', 'nagovoril', '>nsubj predsednik']	O	V	S	OVS	SSJ
Uporaba <nsubj Podaja >obj nivo	['Uporaba <nsubj', 'Podaja', '>obj nivo']	S	V	O	SVO	SSJ
Uporaba <nsubj zahtevala >obj mero	['Uporaba <nsubj', 'zahtevala', '>obj mero']	S	V	O	SVO	SSJ
Uporabniki <nsubj sprejeti >obj embalažo	['Uporabniki <nsubj', 'sprejeti', '>obj embalažo']	S	V	O	SVO	SSJ
Uporabniki <nsubj zaračunajo >obj vrednost	['Uporabniki <nsubj', 'zaračunajo', '>obj vrednost']	S	V	O	SVO	SSJ
Uprava <nsubj ga <obj uvrstila	['Uprava <nsubj', 'ga <obj', 'uvrstila']	S	O	V	SOV	SSJ
Ura <nsubj ima >obj številčnico	['Ura <nsubj', 'ima', '>obj številčnico']	S	V	O	SVO	SSJ
Urad <nsubj naselil >obj ljudi	['Urad <nsubj', 'naselil', '>obj ljudi']	S	V	O	SVO	SSJ
Uradnik <nsubj ga <obj pogledal	['Uradnik <nsubj', 'ga <obj', 'pogledal']	S	O	V	SOV	SSJ
Uran <nsubj ima >obj satelitov	['Uran <nsubj', 'ima', '>obj satelitov']	S	V	O	SVO	SSJ
Usoda <nsubj ponazarja >obj raznovrstnost	['Usoda <nsubj', 'ponazarja', '>obj raznovrstnost']	S	V	O	SVO	SSJ
Ustanovitev <obj predlagali >nsubj oporečniki	['Ustanovitev <obj', 'predlagali', '>nsubj oporečniki']	O	V	S	OVS	SSJ
Ustava <nsubj zagotavlja >obj pravico	['Ustava <nsubj', 'zagotavlja', '>obj pravico']	S	V	O	SVO	SSJ
Ustvarjalci <nsubj izdalo >obj antologijo	['Ustvarjalci <nsubj', 'izdalo', '>obj antologijo']	S	V	O	SVO	SSJ
Ustvarjalci <nsubj pozornost <obj posvetili	['Ustvarjalci <nsubj', 'pozornost <obj', 'posvetili']	S	O	V	SOV	SSJ
Utrip <nsubj mi <obj pomeni	['Utrip <nsubj', 'mi <obj', 'pomeni']	S	O	V	SOV	SSJ
Učenci <nsubj opazovali >obj spremembe	['Učenci <nsubj', 'opazovali', '>obj spremembe']	S	V	O	SVO	SSJ
Učitelj <nsubj pusti >obj časa	['Učitelj <nsubj', 'pusti', '>obj časa']	S	V	O	SVO	SSJ
Učitelj <nsubj razdeli >obj prisotne	['Učitelj <nsubj', 'razdeli', '>obj prisotne']	S	V	O	SVO	SSJ
VS <nsubj odobri >obj akcije	['VS <nsubj', 'odobri', '>obj akcije']	S	V	O	SVO	SSJ
VVO <obj nasledil >nsubj vrtec	['VVO <obj', 'nasledil', '>nsubj vrtec']	O	V	S	OVS	SSJ
VZROKOV <obj STROKOVNJAKI <nsubj POZNAJO	['VZROKOV <obj', 'STROKOVNJAKI <nsubj', 'POZNAJO']	O	S	V	OSV	SSJ
