Tree	Transformed_Tree	One	Two	Three	Pattern
Razlike <obj Z. <nsubj povzel	['Razlike <obj', 'Z. <nsubj', 'povzel']	O	S	V	OSV
Razliko <obj ohranja >nsubj jezik	['Razliko <obj', 'ohranja', '>nsubj jezik']	O	V	S	OVS
Različica <nsubj ima >obj prestav	['Različica <nsubj', 'ima', '>obj prestav']	S	V	O	SVO
Razstava <nsubj predstavlja >obj dela	['Razstava <nsubj', 'predstavlja', '>obj dela']	S	V	O	SVO
Razstavo <obj odprl >nsubj Ivo	['Razstavo <obj', 'odprl', '>nsubj Ivo']	O	V	S	OVS
Računalnik <nsubj ima >obj procesor	['Računalnik <nsubj', 'ima', '>obj procesor']	S	V	O	SVO
Real <nsubj dobil >obj monopol	['Real <nsubj', 'dobil', '>obj monopol']	S	V	O	SVO
Red <obj ustanovil >nsubj kralj	['Red <obj', 'ustanovil', '>nsubj kralj']	O	V	S	OVS
Redčenje <nsubj ima >obj vrsto	['Redčenje <nsubj', 'ima', '>obj vrsto']	S	V	O	SVO
Rejci <nsubj pričakujejo >obj članice	['Rejci <nsubj', 'pričakujejo', '>obj članice']	S	V	O	SVO
Renton <nsubj stavil >obj denar	['Renton <nsubj', 'stavil', '>obj denar']	S	V	O	SVO
Renzo <nsubj Prosperja <obj popeljal	['Renzo <nsubj', 'Prosperja <obj', 'popeljal']	S	O	V	SOV
Renzo <nsubj vodil >obj spremljevalca	['Renzo <nsubj', 'vodil', '>obj spremljevalca']	S	V	O	SVO
Reprezentanti <nsubj dovolili >obj presenečenj	['Reprezentanti <nsubj', 'dovolili', '>obj presenečenj']	S	V	O	SVO
Republika <nsubj dobiva >obj pomoči	['Republika <nsubj', 'dobiva', '>obj pomoči']	S	V	O	SVO
Republika <nsubj točko <obj dosegla	['Republika <nsubj', 'točko <obj', 'dosegla']	S	O	V	SOV
Republike <nsubj izgubile >obj vlogo	['Republike <nsubj', 'izgubile', '>obj vlogo']	S	V	O	SVO
Resnica <nsubj prinesla >obj poročilo	['Resnica <nsubj', 'prinesla', '>obj poročilo']	S	V	O	SVO
Rezultati <nsubj razkrilo >obj navade	['Rezultati <nsubj', 'razkrilo', '>obj navade']	S	V	O	SVO
Reševalci <nsubj opravili >obj voženj	['Reševalci <nsubj', 'opravili', '>obj voženj']	S	V	O	SVO
Režiser <nsubj dobil >obj nagrado	['Režiser <nsubj', 'dobil', '>obj nagrado']	S	V	O	SVO
Riccio <nsubj počrnil >obj obraz	['Riccio <nsubj', 'počrnil', '>obj obraz']	S	V	O	SVO
Richard <nsubj imenoval >obj množico	['Richard <nsubj', 'imenoval', '>obj množico']	S	V	O	SVO
Rim <nsubj napovedal >obj vojno	['Rim <nsubj', 'napovedal', '>obj vojno']	S	V	O	SVO
Rimljani <nsubj prekuhali >obj vino	['Rimljani <nsubj', 'prekuhali', '>obj vino']	S	V	O	SVO
Rimljani <nsubj zgradili >obj utrdbo	['Rimljani <nsubj', 'zgradili', '>obj utrdbo']	S	V	O	SVO
Robert <nsubj kariere <obj nadaljeval	['Robert <nsubj', 'kariere <obj', 'nadaljeval']	S	O	V	SOV
Robert <nsubj naznani >obj odkritje	['Robert <nsubj', 'naznani', '>obj odkritje']	S	V	O	SVO
Rojs <nsubj zamenjal >obj človeka	['Rojs <nsubj', 'zamenjal', '>obj človeka']	S	V	O	SVO
Rokometašice <nsubj imajo >obj izkušenj	['Rokometašice <nsubj', 'imajo', '>obj izkušenj']	S	V	O	SVO
Roman <nsubj opisuje >obj opitost	['Roman <nsubj', 'opisuje', '>obj opitost']	S	V	O	SVO
Rupla <obj skrbi >nsubj usoda	['Rupla <obj', 'skrbi', '>nsubj usoda']	O	V	S	OVS
Rus <nsubj zadel >obj kroga	['Rus <nsubj', 'zadel', '>obj kroga']	S	V	O	SVO
Rusi <nsubj izgubili >obj mož	['Rusi <nsubj', 'izgubili', '>obj mož']	S	V	O	SVO
Rusija <nsubj pripisuje >obj značaj	['Rusija <nsubj', 'pripisuje', '>obj značaj']	S	V	O	SVO
Rusija <nsubj sprožila >obj ofenzivo	['Rusija <nsubj', 'sprožila', '>obj ofenzivo']	S	V	O	SVO
Rusijo <obj predstavljalo >nsubj ekip	['Rusijo <obj', 'predstavljalo', '>nsubj ekip']	O	V	S	OVS
Ruskin <nsubj mi <obj zdel	['Ruskin <nsubj', 'mi <obj', 'zdel']	S	O	V	SOV
S. <nsubj potegnil >obj pištolo	['S. <nsubj', 'potegnil', '>obj pištolo']	S	V	O	SVO
SAS <nsubj analize <obj proučil	['SAS <nsubj', 'analize <obj', 'proučil']	S	O	V	SOV
SCT <nsubj gradil >obj objekte	['SCT <nsubj', 'gradil', '>obj objekte']	S	V	O	SVO
SLS <nsubj povezovala >obj sodelovanje	['SLS <nsubj', 'povezovala', '>obj sodelovanje']	S	V	O	SVO
SLS <nsubj proslavila >obj obletnico	['SLS <nsubj', 'proslavila', '>obj obletnico']	S	V	O	SVO
SNTO <nsubj igral >obj vlogo	['SNTO <nsubj', 'igral', '>obj vlogo']	S	V	O	SVO
Sacramento <nsubj preživel >obj napad	['Sacramento <nsubj', 'preživel', '>obj napad']	S	V	O	SVO
Sadje <nsubj imata >obj luč	['Sadje <nsubj', 'imata', '>obj luč']	S	V	O	SVO
Sam <nsubj uvaja >obj pojem	['Sam <nsubj', 'uvaja', '>obj pojem']	S	V	O	SVO
Sama <nsubj tenis <obj igrala	['Sama <nsubj', 'tenis <obj', 'igrala']	S	O	V	SOV
Samci <nsubj imajo >obj teritorije	['Samci <nsubj', 'imajo', '>obj teritorije']	S	V	O	SVO
Samica <nsubj pripravi >obj gnezdo	['Samica <nsubj', 'pripravi', '>obj gnezdo']	S	V	O	SVO
San <obj priključili >nsubj Robert	['San <obj', 'priključili', '>nsubj Robert']	O	V	S	OVS
Sandomierz <nsubj izgubil >obj vlogo	['Sandomierz <nsubj', 'izgubil', '>obj vlogo']	S	V	O	SVO
Sandra <nsubj našla >obj službo	['Sandra <nsubj', 'našla', '>obj službo']	S	V	O	SVO
Satellite <nsubj premore >obj vmesnika	['Satellite <nsubj', 'premore', '>obj vmesnika']	S	V	O	SVO
Savio <nsubj pokaže >obj beležko	['Savio <nsubj', 'pokaže', '>obj beležko']	S	V	O	SVO
Schleicher <nsubj zganjal >obj politiko	['Schleicher <nsubj', 'zganjal', '>obj politiko']	S	V	O	SVO
Scipio <nsubj opazoval >obj fotografijo	['Scipio <nsubj', 'opazoval', '>obj fotografijo']	S	V	O	SVO
Scipio <nsubj stisnil >obj ustnice	['Scipio <nsubj', 'stisnil', '>obj ustnice']	S	V	O	SVO
Scipiu <obj bo >nsubj tole	['Scipiu <obj', 'bo', '>nsubj tole']	O	V	S	OVS
Searle <nsubj odkril >obj asteroid	['Searle <nsubj', 'odkril', '>obj asteroid']	S	V	O	SVO
Sedež <obj zagotovilo >nsubj poslancev	['Sedež <obj', 'zagotovilo', '>nsubj poslancev']	O	V	S	OVS
Semena <obj raznašajo >nsubj mravlje	['Semena <obj', 'raznašajo', '>nsubj mravlje']	O	V	S	OVS
Sen <nsubj mi <obj zdel	['Sen <nsubj', 'mi <obj', 'zdel']	S	O	V	SOV
Senate <obj sestavljajo >nsubj profesorji	['Senate <obj', 'sestavljajo', '>nsubj profesorji']	O	V	S	OVS
Serchuk <nsubj obiskal >obj Evropo	['Serchuk <nsubj', 'obiskal', '>obj Evropo']	S	V	O	SVO
Setev <nsubj dala >obj rezultate	['Setev <nsubj', 'dala', '>obj rezultate']	S	V	O	SVO
Seznam <obj objavlja >nsubj revija	['Seznam <obj', 'objavlja', '>nsubj revija']	O	V	S	OVS
Seznanitev <nsubj stranke <obj odvrnila	['Seznanitev <nsubj', 'stranke <obj', 'odvrnila']	S	O	V	SOV
Sikboj <nsubj me <obj opozoru	['Sikboj <nsubj', 'me <obj', 'opozoru']	S	O	V	SOV
Sikboj <nsubj poslušu >obj debato	['Sikboj <nsubj', 'poslušu', '>obj debato']	S	V	O	SVO
Simbol <nsubj izraža >obj razgaljenost	['Simbol <nsubj', 'izraža', '>obj razgaljenost']	S	V	O	SVO
Simon <nsubj vodil >obj moštvo	['Simon <nsubj', 'vodil', '>obj moštvo']	S	V	O	SVO
Sin <nsubj zamašil >obj usta	['Sin <nsubj', 'zamašil', '>obj usta']	S	V	O	SVO
Sir <nsubj ga <obj imenoval	['Sir <nsubj', 'ga <obj', 'imenoval']	S	O	V	SOV
Sir <nsubj odkril >obj planet	['Sir <nsubj', 'odkril', '>obj planet']	S	V	O	SVO
Sirakuze <nsubj dobile >obj status	['Sirakuze <nsubj', 'dobile', '>obj status']	S	V	O	SVO
Sistem <nsubj omogoča >obj izmenjavo	['Sistem <nsubj', 'omogoča', '>obj izmenjavo']	S	V	O	SVO
Sistem <nsubj omogoča >obj prevlado	['Sistem <nsubj', 'omogoča', '>obj prevlado']	S	V	O	SVO
Situacija <nsubj povzročila >obj napetosti	['Situacija <nsubj', 'povzročila', '>obj napetosti']	S	V	O	SVO
Skandinavce <obj zaznamuje >nsubj pristop	['Skandinavce <obj', 'zaznamuje', '>nsubj pristop']	O	V	S	OVS
Skrb <obj zbuja >nsubj to	['Skrb <obj', 'zbuja', '>nsubj to']	O	V	S	OVS
Skrbi >obj jih >nsubj izraz	['Skrbi', '>obj jih', '>nsubj izraz']	V	O	S	VOS
Skupina <nsubj ime <obj dobila	['Skupina <nsubj', 'ime <obj', 'dobila']	S	O	V	SOV
Skupina <nsubj jo <obj mahnila	['Skupina <nsubj', 'jo <obj', 'mahnila']	S	O	V	SOV
Skupina <nsubj sposodila >obj ime	['Skupina <nsubj', 'sposodila', '>obj ime']	S	V	O	SVO
Skupino <obj vodila >nsubj voditelj	['Skupino <obj', 'vodila', '>nsubj voditelj']	O	V	S	OVS
Skupnosti <obj označuje >nsubj ritem	['Skupnosti <obj', 'označuje', '>nsubj ritem']	O	V	S	OVS
Slavko <nsubj pripravili >obj koncert	['Slavko <nsubj', 'pripravili', '>obj koncert']	S	V	O	SVO
Sledili >obj ji >nsubj Drsalka	['Sledili', '>obj ji', '>nsubj Drsalka']	V	O	S	VOS
Slednja <nsubj ponudila >obj milijarde	['Slednja <nsubj', 'ponudila', '>obj milijarde']	S	V	O	SVO
Slednji <nsubj ima >obj četico	['Slednji <nsubj', 'ima', '>obj četico']	S	V	O	SVO
Slika <nsubj prikazuje >obj rezultat	['Slika <nsubj', 'prikazuje', '>obj rezultat']	S	V	O	SVO
Slikar <nsubj spreminja >obj barve	['Slikar <nsubj', 'spreminja', '>obj barve']	S	V	O	SVO
Sloj <nsubj izpolnil >obj načrte	['Sloj <nsubj', 'izpolnil', '>obj načrte']	S	V	O	SVO
Slovenci <nsubj golf <obj razumeli	['Slovenci <nsubj', 'golf <obj', 'razumeli']	S	O	V	SOV
Slovenci <nsubj imeli >obj šahiste	['Slovenci <nsubj', 'imeli', '>obj šahiste']	S	V	O	SVO
Slovenci <nsubj očitajo >obj požrešnost	['Slovenci <nsubj', 'očitajo', '>obj požrešnost']	S	V	O	SVO
Slovenci <nsubj pokazali >obj domišljijo	['Slovenci <nsubj', 'pokazali', '>obj domišljijo']	S	V	O	SVO
Slovenci <nsubj poznali >obj statusa	['Slovenci <nsubj', 'poznali', '>obj statusa']	S	V	O	SVO
Slovenci <nsubj tiskamo >obj časopisov	['Slovenci <nsubj', 'tiskamo', '>obj časopisov']	S	V	O	SVO
Slovenija <nsubj dobila >obj gajbo	['Slovenija <nsubj', 'dobila', '>obj gajbo']	S	V	O	SVO
Slovenija <nsubj dobila >obj glasov	['Slovenija <nsubj', 'dobila', '>obj glasov']	S	V	O	SVO
Slovenija <nsubj dobila >obj povabilo	['Slovenija <nsubj', 'dobila', '>obj povabilo']	S	V	O	SVO
Slovenija <nsubj dosegla >obj članstvo	['Slovenija <nsubj', 'dosegla', '>obj članstvo']	S	V	O	SVO
Slovenija <nsubj ima >obj založb	['Slovenija <nsubj', 'ima', '>obj založb']	S	V	O	SVO
Slovenija <nsubj imela >obj predstavnikov	['Slovenija <nsubj', 'imela', '>obj predstavnikov']	S	V	O	SVO
Slovenija <nsubj izpolnjuje >obj pogoje	['Slovenija <nsubj', 'izpolnjuje', '>obj pogoje']	S	V	O	SVO
Slovenija <nsubj namenila >obj milijonov	['Slovenija <nsubj', 'namenila', '>obj milijonov']	S	V	O	SVO
Slovenija <nsubj nasprotuje >obj racionalizaciji	['Slovenija <nsubj', 'nasprotuje', '>obj racionalizaciji']	S	V	O	SVO
Slovenija <nsubj nima >obj zgodovine	['Slovenija <nsubj', 'nima', '>obj zgodovine']	S	V	O	SVO
Slovenija <nsubj ohrani >obj sporazume	['Slovenija <nsubj', 'ohrani', '>obj sporazume']	S	V	O	SVO
Slovenija <nsubj ohranila >obj kapitalizem	['Slovenija <nsubj', 'ohranila', '>obj kapitalizem']	S	V	O	SVO
Slovenija <nsubj osvojila >obj mesto	['Slovenija <nsubj', 'osvojila', '>obj mesto']	S	V	O	SVO
Slovenija <nsubj potrebuje >obj informacij	['Slovenija <nsubj', 'potrebuje', '>obj informacij']	S	V	O	SVO
Slovenija <nsubj potrebuje >obj mojstre	['Slovenija <nsubj', 'potrebuje', '>obj mojstre']	S	V	O	SVO
Slovenija <nsubj pripravila >obj srečanje	['Slovenija <nsubj', 'pripravila', '>obj srečanje']	S	V	O	SVO
Slovenija <nsubj pripravila >obj študijo	['Slovenija <nsubj', 'pripravila', '>obj študijo']	S	V	O	SVO
Slovenija <nsubj sprejela >obj Konvencijo	['Slovenija <nsubj', 'sprejela', '>obj Konvencijo']	S	V	O	SVO
Slovenija <nsubj vzpostavila >obj odnosov	['Slovenija <nsubj', 'vzpostavila', '>obj odnosov']	S	V	O	SVO
Slovenijo <obj predstavlja >nsubj predsednik	['Slovenijo <obj', 'predstavlja', '>nsubj predsednik']	O	V	S	OVS
Slovenijo <obj zanima >nsubj Kinder	['Slovenijo <obj', 'zanima', '>nsubj Kinder']	O	V	S	OVS
Smith <nsubj spalnico <obj delila	['Smith <nsubj', 'spalnico <obj', 'delila']	S	O	V	SOV
Smreka <nsubj dotika >obj stropa	['Smreka <nsubj', 'dotika', '>obj stropa']	S	V	O	SVO
SnatchBot <nsubj nudi >obj modele	['SnatchBot <nsubj', 'nudi', '>obj modele']	S	V	O	SVO
Snov <nsubj vsebuje >obj bakterije	['Snov <nsubj', 'vsebuje', '>obj bakterije']	S	V	O	SVO
Snovanje <nsubj ga <obj pritegovalo	['Snovanje <nsubj', 'ga <obj', 'pritegovalo']	S	O	V	SOV
Sodišče <nsubj spoznalo >obj dejanj	['Sodišče <nsubj', 'spoznalo', '>obj dejanj']	S	V	O	SVO
Sodišče <nsubj storilo >obj ničesar	['Sodišče <nsubj', 'storilo', '>obj ničesar']	S	V	O	SVO
Sodišče <nsubj zavrnilo >obj pritožbo	['Sodišče <nsubj', 'zavrnilo', '>obj pritožbo']	S	V	O	SVO
Sonce <nsubj upira >obj prihodu	['Sonce <nsubj', 'upira', '>obj prihodu']	S	V	O	SVO
Sonja <nsubj prikazuje >obj kota	['Sonja <nsubj', 'prikazuje', '>obj kota']	S	V	O	SVO
Specifikacijo <obj večina <nsubj pretvori	['Specifikacijo <obj', 'večina <nsubj', 'pretvori']	O	S	V	OSV
Spodrsljaj <obj podkrepil >nsubj stik	['Spodrsljaj <obj', 'podkrepil', '>nsubj stik']	O	V	S	OVS
Spomenik <nsubj predstavlja >obj mir	['Spomenik <nsubj', 'predstavlja', '>obj mir']	S	V	O	SVO
Sprememba <nsubj odpravi >obj napaki	['Sprememba <nsubj', 'odpravi', '>obj napaki']	S	V	O	SVO
Sprememba <nsubj težav <obj povzročila	['Sprememba <nsubj', 'težav <obj', 'povzročila']	S	O	V	SOV
Srba <nsubj kupil >obj posest	['Srba <nsubj', 'kupil', '>obj posest']	S	V	O	SVO
Srbov <nsubj pobralo >obj oborožitev	['Srbov <nsubj', 'pobralo', '>obj oborožitev']	S	V	O	SVO
Srce <nsubj poganja >obj kri	['Srce <nsubj', 'poganja', '>obj kri']	S	V	O	SVO
Srebotnikova <nsubj dosegla >obj zmago	['Srebotnikova <nsubj', 'dosegla', '>obj zmago']	S	V	O	SVO
Srečanja <nsubj dobivala >obj vsebine	['Srečanja <nsubj', 'dobivala', '>obj vsebine']	S	V	O	SVO
Srečanje <nsubj imelo >obj pridih	['Srečanje <nsubj', 'imelo', '>obj pridih']	S	V	O	SVO
Srečanje <nsubj osmislilo >obj poti	['Srečanje <nsubj', 'osmislilo', '>obj poti']	S	V	O	SVO
Stane <nsubj naslovil >obj dopis	['Stane <nsubj', 'naslovil', '>obj dopis']	S	V	O	SVO
Stanje <obj razume >nsubj tisti	['Stanje <obj', 'razume', '>nsubj tisti']	O	V	S	OVS
Starejši <nsubj spreminjamo >obj sebe	['Starejši <nsubj', 'spreminjamo', '>obj sebe']	S	V	O	SVO
Starša <nsubj dala >obj ime	['Starša <nsubj', 'dala', '>obj ime']	S	V	O	SVO
Stavbi <nsubj tvorili >obj koridor	['Stavbi <nsubj', 'tvorili', '>obj koridor']	S	V	O	SVO
Stavka <nsubj direktorico <obj odpihnila	['Stavka <nsubj', 'direktorico <obj', 'odpihnila']	S	O	V	SOV
Stik <nsubj omogoča >obj gibe	['Stik <nsubj', 'omogoča', '>obj gibe']	S	V	O	SVO
Stopala <nsubj imajo >obj prste	['Stopala <nsubj', 'imajo', '>obj prste']	S	V	O	SVO
Strah <nsubj bilo >obj skrivnosti	['Strah <nsubj', 'bilo', '>obj skrivnosti']	S	V	O	SVO
Strah <nsubj nas <obj spodbuja	['Strah <nsubj', 'nas <obj', 'spodbuja']	S	O	V	SOV
Strah <nsubj porajal >obj spremembe	['Strah <nsubj', 'porajal', '>obj spremembe']	S	V	O	SVO
Strah <obj nadomestijo >nsubj strahovi	['Strah <obj', 'nadomestijo', '>nsubj strahovi']	O	V	S	OVS
Stranke <nsubj me <obj pokličejo	['Stranke <nsubj', 'me <obj', 'pokličejo']	S	O	V	SOV
Stranko <obj pregleda >nsubj zdravnik	['Stranko <obj', 'pregleda', '>nsubj zdravnik']	O	V	S	OVS
Strasser <nsubj leta <obj preživel	['Strasser <nsubj', 'leta <obj', 'preživel']	S	O	V	SOV
Strategija <nsubj določa >obj cilje	['Strategija <nsubj', 'določa', '>obj cilje']	S	V	O	SVO
Strategija <nsubj določa >obj osi	['Strategija <nsubj', 'določa', '>obj osi']	S	V	O	SVO
Strokovnjaki <nsubj sestavili >obj vprašalnik	['Strokovnjaki <nsubj', 'sestavili', '>obj vprašalnik']	S	V	O	SVO
Stroški <nsubj bremenili >obj načrt	['Stroški <nsubj', 'bremenili', '>obj načrt']	S	V	O	SVO
Studio <nsubj razvil >obj filmov	['Studio <nsubj', 'razvil', '>obj filmov']	S	V	O	SVO
Stvari <nsubj tečejo >obj pot	['Stvari <nsubj', 'tečejo', '>obj pot']	S	V	O	SVO
Subaru <nsubj vzbudil >obj pozornost	['Subaru <nsubj', 'vzbudil', '>obj pozornost']	S	V	O	SVO
Sulejmanović <nsubj zaustavil >obj Dvorška	['Sulejmanović <nsubj', 'zaustavil', '>obj Dvorška']	S	V	O	SVO
Sumerci <nsubj uporabljali >obj sužnje	['Sumerci <nsubj', 'uporabljali', '>obj sužnje']	S	V	O	SVO
Superprevodniki <nsubj imajo >obj lastnost	['Superprevodniki <nsubj', 'imajo', '>obj lastnost']	S	V	O	SVO
Susan <nsubj ga <obj posedla	['Susan <nsubj', 'ga <obj', 'posedla']	S	O	V	SOV
Susan <nsubj presenetila >obj sebe	['Susan <nsubj', 'presenetila', '>obj sebe']	S	V	O	SVO
Svein <nsubj imeli >obj razlogov	['Svein <nsubj', 'imeli', '>obj razlogov']	S	V	O	SVO
Svet <nsubj sprejel >obj teme	['Svet <nsubj', 'sprejel', '>obj teme']	S	V	O	SVO
Svetniki <nsubj zastopajo >obj interese	['Svetniki <nsubj', 'zastopajo', '>obj interese']	S	V	O	SVO
Svetovalci <nsubj sestavili >obj osnutek	['Svetovalci <nsubj', 'sestavili', '>obj osnutek']	S	V	O	SVO
TE <nsubj kupila >obj milijona	['TE <nsubj', 'kupila', '>obj milijona']	S	V	O	SVO
TQM <nsubj zagovarja >obj načelo	['TQM <nsubj', 'zagovarja', '>obj načelo']	S	V	O	SVO
Ta <nsubj določal >obj usklajevanje	['Ta <nsubj', 'določal', '>obj usklajevanje']	S	V	O	SVO
Ta <nsubj ga <obj obremenjevala	['Ta <nsubj', 'ga <obj', 'obremenjevala']	S	O	V	SOV
Ta <nsubj ima >obj možnosti	['Ta <nsubj', 'ima', '>obj možnosti']	S	V	O	SVO
Ta <nsubj mu <obj grozil	['Ta <nsubj', 'mu <obj', 'grozil']	S	O	V	SOV
Ta <nsubj napoti >obj bolnika	['Ta <nsubj', 'napoti', '>obj bolnika']	S	V	O	SVO
Ta <nsubj podpira >obj politiko	['Ta <nsubj', 'podpira', '>obj politiko']	S	V	O	SVO
Ta <nsubj pridobi >obj lastnosti	['Ta <nsubj', 'pridobi', '>obj lastnosti']	S	V	O	SVO
Ta <nsubj razstavljala >obj prikolico	['Ta <nsubj', 'razstavljala', '>obj prikolico']	S	V	O	SVO
Ta <nsubj ukradel >obj ogenj	['Ta <nsubj', 'ukradel', '>obj ogenj']	S	V	O	SVO
Tabela <nsubj pojasnjujejo >obj razlike	['Tabela <nsubj', 'pojasnjujejo', '>obj razlike']	S	V	O	SVO
Tabela <nsubj vsebuje >obj teles	['Tabela <nsubj', 'vsebuje', '>obj teles']	S	V	O	SVO
Tabletka <nsubj pospešila >obj presnovo	['Tabletka <nsubj', 'pospešila', '>obj presnovo']	S	V	O	SVO
Tablica <nsubj vsebuje >obj odstotkov	['Tablica <nsubj', 'vsebuje', '>obj odstotkov']	S	V	O	SVO
Taksist <nsubj mladeniča <obj zgrabil	['Taksist <nsubj', 'mladeniča <obj', 'zgrabil']	S	O	V	SOV
Tanin <nsubj se <obj reševal	['Tanin <nsubj', 'se <obj', 'reševal']	S	O	V	SOV
Taras <nsubj razložil >obj pogled	['Taras <nsubj', 'razložil', '>obj pogled']	S	V	O	SVO
Tasman <nsubj zrisali >obj dele	['Tasman <nsubj', 'zrisali', '>obj dele']	S	V	O	SVO
Tat <nsubj pobral >obj cigarete	['Tat <nsubj', 'pobral', '>obj cigarete']	S	V	O	SVO
Tatuji <nsubj so >obj mi	['Tatuji <nsubj', 'so', '>obj mi']	S	V	O	SVO
Te <nsubj pripravijo >obj osnutke	['Te <nsubj', 'pripravijo', '>obj osnutke']	S	V	O	SVO
Tehnologijo <obj razvil >nsubj svetovalec	['Tehnologijo <obj', 'razvil', '>nsubj svetovalec']	O	V	S	OVS
Tek <obj dobil >nsubj Allen	['Tek <obj', 'dobil', '>nsubj Allen']	O	V	S	OVS
Tekmo <obj vodil >nsubj Franco	['Tekmo <obj', 'vodil', '>nsubj Franco']	O	V	S	OVS
Telematika <nsubj spremenila >obj industrijo	['Telematika <nsubj', 'spremenila', '>obj industrijo']	S	V	O	SVO
Telo <nsubj sprejme >obj dražljaj	['Telo <nsubj', 'sprejme', '>obj dražljaj']	S	V	O	SVO
Teodora <nsubj imela >obj potrpljenja	['Teodora <nsubj', 'imela', '>obj potrpljenja']	S	V	O	SVO
Teorija <nsubj obsega >obj teoriji	['Teorija <nsubj', 'obsega', '>obj teoriji']	S	V	O	SVO
Teorija <nsubj potrdila >obj nadzor	['Teorija <nsubj', 'potrdila', '>obj nadzor']	S	V	O	SVO
Terme <nsubj imajo >obj načrte	['Terme <nsubj', 'imajo', '>obj načrte']	S	V	O	SVO
Teroristi <nsubj športnikov <obj ubili	['Teroristi <nsubj', 'športnikov <obj', 'ubili']	S	O	V	SOV
Test <nsubj obsega >obj nalog	['Test <nsubj', 'obsega', '>obj nalog']	S	V	O	SVO
Testi <nsubj zaznajo >obj razlike	['Testi <nsubj', 'zaznajo', '>obj razlike']	S	V	O	SVO
Težave <nsubj nam <obj zdijo	['Težave <nsubj', 'nam <obj', 'zdijo']	S	O	V	SOV
The <nsubj napadli >obj Slovenijo	['The <nsubj', 'napadli', '>obj Slovenijo']	S	V	O	SVO
Ti <nsubj jezik <obj ohranili	['Ti <nsubj', 'jezik <obj', 'ohranili']	S	O	V	SOV
Ti <nsubj zastopajo >obj lastnikov	['Ti <nsubj', 'zastopajo', '>obj lastnikov']	S	V	O	SVO
Ti <nsubj zaznamovali >obj usmeritev	['Ti <nsubj', 'zaznamovali', '>obj usmeritev']	S	V	O	SVO
Ti <obj diši >nsubj mesto	['Ti <obj', 'diši', '>nsubj mesto']	O	V	S	OVS
Tina <nsubj imela >obj sreče	['Tina <nsubj', 'imela', '>obj sreče']	S	V	O	SVO
Tipu <obj teče >nsubj kri	['Tipu <obj', 'teče', '>nsubj kri']	O	V	S	OVS
Tista <nsubj sredstva <obj porabljala	['Tista <nsubj', 'sredstva <obj', 'porabljala']	S	O	V	SOV
Tiste <nsubj razumele >obj vse	['Tiste <nsubj', 'razumele', '>obj vse']	S	V	O	SVO
Tisti <nsubj jih <obj zamenjali	['Tisti <nsubj', 'jih <obj', 'zamenjali']	S	O	V	SOV
Tisti <nsubj potrebujejo >obj nego	['Tisti <nsubj', 'potrebujejo', '>obj nego']	S	V	O	SVO
Tisti <nsubj začutil >obj utripanje	['Tisti <nsubj', 'začutil', '>obj utripanje']	S	V	O	SVO
Titov <nsubj zasedal >obj položaje	['Titov <nsubj', 'zasedal', '>obj položaje']	S	V	O	SVO
To <nsubj Nadjo <obj zanimalo	['To <nsubj', 'Nadjo <obj', 'zanimalo']	S	O	V	SOV
To <nsubj jih <obj briga	['To <nsubj', 'jih <obj', 'briga']	S	O	V	SOV
To <nsubj mi <obj bilo	['To <nsubj', 'mi <obj', 'bilo']	S	O	V	SOV
To <nsubj mi <obj zdela	['To <nsubj', 'mi <obj', 'zdela']	S	O	V	SOV
To <nsubj ni >obj Pungartniku	['To <nsubj', 'ni', '>obj Pungartniku']	S	V	O	SVO
To <nsubj omogoča >obj pretok	['To <nsubj', 'omogoča', '>obj pretok']	S	V	O	SVO
To <nsubj pomeni >obj dvoje	['To <nsubj', 'pomeni', '>obj dvoje']	S	V	O	SVO
To <nsubj pomenilo >obj soočenje	['To <nsubj', 'pomenilo', '>obj soočenje']	S	V	O	SVO
To <nsubj pomenilo >obj vstajanje	['To <nsubj', 'pomenilo', '>obj vstajanje']	S	V	O	SVO
To <nsubj povzroča >obj obarvanje	['To <nsubj', 'povzroča', '>obj obarvanje']	S	V	O	SVO
To <nsubj povzročilo >obj prepir	['To <nsubj', 'povzročilo', '>obj prepir']	S	V	O	SVO
To <nsubj prineslo >obj priljubljenost	['To <nsubj', 'prineslo', '>obj priljubljenost']	S	V	O	SVO
To <nsubj prineslo >obj slavo	['To <nsubj', 'prineslo', '>obj slavo']	S	V	O	SVO
To <nsubj simbolizira >obj potovanje	['To <nsubj', 'simbolizira', '>obj potovanje']	S	V	O	SVO
To <nsubj spremeni >obj dejstev	['To <nsubj', 'spremeni', '>obj dejstev']	S	V	O	SVO
To <nsubj uspelo >obj vozniku	['To <nsubj', 'uspelo', '>obj vozniku']	S	V	O	SVO
To <obj ilustrira >nsubj primer	['To <obj', 'ilustrira', '>nsubj primer']	O	V	S	OVS
To <obj naredil >nsubj zdravnik	['To <obj', 'naredil', '>nsubj zdravnik']	O	V	S	OVS
To <obj naučil >nsubj ustanovitelj	['To <obj', 'naučil', '>nsubj ustanovitelj']	O	V	S	OVS
To <obj podpiral >nsubj Andrew	['To <obj', 'podpiral', '>nsubj Andrew']	O	V	S	OVS
To <obj priznale >nsubj sile	['To <obj', 'priznale', '>nsubj sile']	O	V	S	OVS
To <obj vedo >nsubj partnerji	['To <obj', 'vedo', '>nsubj partnerji']	O	V	S	OVS
